ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,Outlet,OutletType,OutletSales
FDM52,15.1,Low Fat,0.026,Frozen Foods,147,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1774
FDM52,15.1,Low Fat,0.026,Frozen Foods,147,OUT046,1997,Small,Tier 1,Supermarket,Type1,2808
FDM52,15.1,Low Fat,0.026,Frozen Foods,147,OUT035,2004,Small,Tier 2,Supermarket,Type1,2365
FDM52,15.1,Low Fat,0.026,Frozen Foods,149,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,4139
FDM56,15.1,Low Fat,0.123,Fruits and Vegetables,111,OUT019,1985,Small,Tier 1,Grocery Store,Type4,218
FDM56,16.7,Low Fat,0.070,Fruits and Vegetables,110,OUT013,1987,High,Tier 3,Supermarket,Type1,874
FDM56,16.7,low fat,0.070,Fruits and Vegetables,111,OUT027,1985,Medium,Tier 3,Supermarket,Type3,1310
FDM56,16.7,Low Fat,0.000,Fruits and Vegetables,109,OUT018,2009,Medium,Tier 3,Supermarket,Type2,546
FDM56,16.7,Low Fat,0.071,Fruits and Vegetables,108,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,1419
FDM57,11.65,Regular,0.076,Snack Foods,85,OUT046,1997,Small,Tier 1,Supermarket,Type1,2181
FDM57,11.65,Regular,0.076,Snack Foods,83,OUT035,2004,Small,Tier 2,Supermarket,Type1,1258
FDM57,11.65,Regular,0.076,Snack Foods,85,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,671
FDM57,11.65,Regular,0.076,Snack Foods,83,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,503
FDM58,16.85,Regular,0.080,Snack Foods,112,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1678
FDM58,16.85,Regular,0.080,Snack Foods,112,OUT013,1987,High,Tier 3,Supermarket,Type1,2125
FDM58,16.85,Regular,0.000,Snack Foods,110,OUT049,1999,Medium,Tier 1,Supermarket,Type1,2573
FDM58,16.85,Regular,0.080,Snack Foods,111,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,2013
FDM58,16.85,Regular,0.000,Snack Foods,112,OUT027,1985,Medium,Tier 3,Supermarket,Type3,3915
FDM58,16.85,Regular,0.133,Snack Foods,110,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,224
FDM58,16.85,Regular,0.080,Snack Foods,113,OUT046,1997,Small,Tier 1,Supermarket,Type1,2908
FDM60,10.8,Regular,0.048,Baking Goods,40,OUT046,1997,Small,Tier 1,Supermarket,Type1,690
FDM60,10.8,Regular,0.048,Baking Goods,42,OUT018,2009,Medium,Tier 3,Supermarket,Type2,447
FDM60,10.8,Regular,0.048,Baking Goods,42,OUT049,1999,Medium,Tier 1,Supermarket,Type1,690
FDM60,10.8,Regular,0.000,Baking Goods,39,OUT013,1987,High,Tier 3,Supermarket,Type1,1015
FDM60,10.8,Regular,0.000,Baking Goods,41,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,406
FDN01,8.895,Low Fat,0.073,Breakfast,176,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1764
FDN01,8.895,Low Fat,0.073,Breakfast,177,OUT049,1999,Medium,Tier 1,Supermarket,Type1,3529
FDN01,8.895,Low Fat,0.127,Breakfast,177,OUT019,1985,Small,Tier 1,Grocery Store,Type4,353
FDN01,8.895,Low Fat,0.073,Breakfast,176,OUT018,2009,Medium,Tier 3,Supermarket,Type2,529
FDN01,8.895,Low Fat,0.000,Breakfast,178,OUT046,1997,Small,Tier 1,Supermarket,Type1,1235
FDN01,8.895,Low Fat,0.121,Breakfast,177,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,176
FDN01,8.895,Low Fat,0.072,Breakfast,178,OUT027,1985,Medium,Tier 3,Supermarket,Type3,6881
FDN02,16.5,Low Fat,0.074,Canned,209,OUT013,1987,High,Tier 3,Supermarket,Type1,2692
FDN02,16.5,Low Fat,0.074,Canned,207,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,2071
FDN02,16.5,Low Fat,0.073,Canned,205,OUT027,1985,Medium,Tier 3,Supermarket,Type3,5384
FDN02,16.5,Low Fat,0.074,Canned,208,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,4762
FDN02,16.5,Low Fat,0.074,Canned,209,OUT046,1997,Small,Tier 1,Supermarket,Type1,2485
FDN02,16.5,Low Fat,0.074,Canned,207,OUT035,2004,Small,Tier 2,Supermarket,Type1,5384
FDN03,9.8,Regular,0.015,Meat,250,OUT046,1997,Small,Tier 1,Supermarket,Type1,1001
FDN03,9.8,Regular,0.026,Meat,251,OUT019,1985,Small,Tier 1,Grocery Store,Type4,1001
FDN03,9.8,Regular,0.015,Meat,249,OUT027,1985,Medium,Tier 3,Supermarket,Type3,6759
FDN03,9.8,Regular,0.025,Meat,249,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,751
FDN03,9.8,Regular,0.015,Meat,250,OUT035,2004,Small,Tier 2,Supermarket,Type1,4005
FDN04,11.8,Regular,0.014,Frozen Foods,180,OUT046,1997,Small,Tier 1,Supermarket,Type1,1427
FDN04,11.8,Regular,0.014,Frozen Foods,178,OUT027,1985,Medium,Tier 3,Supermarket,Type3,3747
FDN04,11.8,Regular,0.014,Frozen Foods,177,OUT013,1987,High,Tier 3,Supermarket,Type1,3569
FDN04,11.8,Regular,0.014,Frozen Foods,180,OUT018,2009,Medium,Tier 3,Supermarket,Type2,535
FDN04,11.8,Regular,0.014,Frozen Foods,179,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,3390
FDN04,11.8,Regular,0.014,Frozen Foods,178,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,2855
FDN04,11.8,Regular,0.000,Frozen Foods,179,OUT035,2004,Small,Tier 2,Supermarket,Type1,2141
FDN08,7.72,Regular,0.148,Fruits and Vegetables,117,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,118
FDN08,7.72,Regular,0.089,Fruits and Vegetables,118,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,825
FDN08,7.72,Regular,0.088,Fruits and Vegetables,116,OUT027,1985,Medium,Tier 3,Supermarket,Type3,4125
FDN08,7.72,Regular,0.089,Fruits and Vegetables,119,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,3064
FDN08,7.72,Regular,0.000,Fruits and Vegetables,118,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1296
FDN09,14.15,Low Fat,0.058,Snack Foods,244,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,731
FDN09,14.15,Low Fat,0.000,Snack Foods,244,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,731
FDN09,14.15,Low Fat,0.035,Snack Foods,245,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1706
FDN09,14.15,low fat,0.035,Snack Foods,242,OUT027,1985,Medium,Tier 3,Supermarket,Type3,4874
FDN09,14.15,Low Fat,0.035,Snack Foods,243,OUT013,1987,High,Tier 3,Supermarket,Type1,3168
FDN09,14.15,Low Fat,0.035,Snack Foods,244,OUT035,2004,Small,Tier 2,Supermarket,Type1,6579
FDN10,11.5,Low Fat,0.000,Snack Foods,120,OUT018,2009,Medium,Tier 3,Supermarket,Type2,830
FDN10,11.5,Low Fat,0.046,Snack Foods,120,OUT035,2004,Small,Tier 2,Supermarket,Type1,1541
FDN10,11.5,Low Fat,0.046,Snack Foods,119,OUT027,1985,Medium,Tier 3,Supermarket,Type3,2844
FDN10,11.5,Low Fat,0.046,Snack Foods,119,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,1541
FDN10,11.5,Low Fat,0.046,Snack Foods,120,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,474
FDN12,11.5,Low Fat,0.081,Baking Goods,113,OUT027,1985,Medium,Tier 3,Supermarket,Type3,3356
FDN12,15.6,Low Fat,0.000,Baking Goods,112,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1454
FDN12,15.6,Low Fat,0.136,Baking Goods,112,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,224
FDN12,15.6,Low Fat,0.081,Baking Goods,112,OUT046,1997,Small,Tier 1,Supermarket,Type1,1007
FDN12,15.6,Low Fat,0.082,Baking Goods,113,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,1119
FDN12,15.6,Low Fat,0.081,Baking Goods,110,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1790
FDN12,15.6,Low Fat,0.081,Baking Goods,112,OUT013,1987,High,Tier 3,Supermarket,Type1,2573
FDN13,18.6,Low Fat,0.153,Breakfast,100,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,1910
FDN13,18.6,Low Fat,0.152,Breakfast,100,OUT046,1997,Small,Tier 1,Supermarket,Type1,201
FDN13,18.6,Low Fat,0.266,Breakfast,99,OUT019,1985,Small,Tier 1,Grocery Store,Type4,402
FDN13,18.6,Low Fat,0.152,Breakfast,101,OUT013,1987,High,Tier 3,Supermarket,Type1,1106
FDN13,18.6,Low Fat,0.152,Breakfast,99,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1508
FDN13,18.6,Low Fat,0.152,Breakfast,99,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1307
FDN15,17.5,Low Fat,0.017,Meat,142,OUT049,1999,Medium,Tier 1,Supermarket,Type1,2097
FDN15,17.5,Low Fat,0.028,Meat,142,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,419
FDN15,17.5,Low Fat,0.017,Meat,140,OUT013,1987,High,Tier 3,Supermarket,Type1,419
FDN15,17.5,Low Fat,0.017,Meat,139,OUT018,2009,Medium,Tier 3,Supermarket,Type2,2377
FDN15,17.5,Low Fat,0.017,Meat,141,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1957
FDN15,17.5,Low Fat,0.029,Meat,140,OUT019,1985,Small,Tier 1,Grocery Store,Type4,140
FDN15,17.5,Low Fat,0.017,Meat,140,OUT027,1985,Medium,Tier 3,Supermarket,Type3,2936
FDN16,12.6,Regular,0.063,Frozen Foods,105,OUT013,1987,High,Tier 3,Supermarket,Type1,1961
FDN16,12.6,Regular,0.063,Frozen Foods,102,OUT046,1997,Small,Tier 1,Supermarket,Type1,1961
FDN16,12.6,Regular,0.063,Frozen Foods,102,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,2270
FDN16,12.6,Regular,0.063,Frozen Foods,104,OUT049,1999,Medium,Tier 1,Supermarket,Type1,826
FDN16,12.6,Regular,0.063,Frozen Foods,105,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1445
FDN20,19.35,Low Fat,0.026,Fruits and Vegetables,167,OUT046,1997,Small,Tier 1,Supermarket,Type1,2358
FDN20,19.35,Low Fat,0.026,Fruits and Vegetables,170,OUT027,1985,Medium,Tier 3,Supermarket,Type3,4211
FDN20,19.35,Low Fat,0.026,Fruits and Vegetables,169,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,3706
FDN21,19.35,Low Fat,0.076,Snack Foods,163,OUT027,1985,Medium,Tier 3,Supermarket,Type3,2417
FDN21,18.6,Low Fat,0.077,Snack Foods,162,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1611
FDN21,18.6,Low Fat,0.077,Snack Foods,161,OUT046,1997,Small,Tier 1,Supermarket,Type1,483
FDN21,18.6,Low Fat,0.135,Snack Foods,160,OUT019,1985,Small,Tier 1,Grocery Store,Type4,322
FDN21,18.6,Low Fat,0.077,Snack Foods,162,OUT035,2004,Small,Tier 2,Supermarket,Type1,2900
FDN21,18.6,Low Fat,0.077,Snack Foods,161,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1611
FDN21,18.6,Low Fat,0.077,Snack Foods,161,OUT013,1987,High,Tier 3,Supermarket,Type1,3706
FDN22,18.85,Regular,0.138,Snack Foods,251,OUT013,1987,High,Tier 3,Supermarket,Type1,3775
FDN22,18.85,Regular,0.139,Snack Foods,252,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,3272
FDN22,18.85,Regular,0.139,Snack Foods,252,OUT018,2009,Medium,Tier 3,Supermarket,Type2,3272
FDN22,18.85,Regular,0.139,Snack Foods,252,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,3020
FDN23,6.575,Regular,0.075,Breads,144,OUT035,2004,Small,Tier 2,Supermarket,Type1,3338
FDN23,6.575,Regular,0.076,Breads,145,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,2613
FDN23,6.575,Regular,0.076,Breads,146,OUT049,1999,Medium,Tier 1,Supermarket,Type1,3193
FDN23,6.575,Regular,0.076,Breads,146,OUT046,1997,Small,Tier 1,Supermarket,Type1,1597
FDN23,6.575,Regular,0.075,Breads,146,OUT027,1985,Medium,Tier 3,Supermarket,Type3,3774
FDN23,6.575,Regular,0.075,Breads,146,OUT013,1987,High,Tier 3,Supermarket,Type1,2613
FDN24,14.1,low fat,0.114,Baking Goods,53,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,983
FDN24,14.1,Low Fat,0.113,Baking Goods,54,OUT027,1985,Medium,Tier 3,Supermarket,Type3,1310
FDN24,14.1,Low Fat,0.198,Baking Goods,54,OUT019,1985,Small,Tier 1,Grocery Store,Type4,273
FDN24,14.1,Low Fat,0.113,Baking Goods,56,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1365
FDN24,14.1,Low Fat,0.113,Baking Goods,55,OUT046,1997,Small,Tier 1,Supermarket,Type1,1037
FDN25,7.895,Regular,0.061,Breakfast,59,OUT013,1987,High,Tier 3,Supermarket,Type1,172
FDN25,7.895,Regular,0.061,Breakfast,59,OUT035,2004,Small,Tier 2,Supermarket,Type1,802
FDN25,7.895,Regular,0.061,Breakfast,58,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1145
FDN25,7.895,Regular,0.107,Breakfast,56,OUT019,1985,Small,Tier 1,Grocery Store,Type4,229
FDN25,7.895,Regular,0.061,Breakfast,57,OUT049,1999,Medium,Tier 1,Supermarket,Type1,344
FDN27,20.85,Low Fat,0.040,Meat,117,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1523
FDN27,20.85,Low Fat,0.000,Meat,115,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1055
FDN27,20.85,Low Fat,0.039,Meat,117,OUT027,1985,Medium,Tier 3,Supermarket,Type3,3867
FDN27,20.85,Low Fat,0.040,Meat,117,OUT035,2004,Small,Tier 2,Supermarket,Type1,820
FDN28,5.88,Regular,0.030,Frozen Foods,101,OUT046,1997,Small,Tier 1,Supermarket,Type1,2064
FDN28,5.88,Regular,0.030,Frozen Foods,102,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1961
FDN28,5.88,Regular,0.030,Frozen Foods,103,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,1342
FDN28,5.88,Regular,0.030,Frozen Foods,104,OUT049,1999,Medium,Tier 1,Supermarket,Type1,413
FDN28,5.88,Regular,0.030,Frozen Foods,102,OUT035,2004,Small,Tier 2,Supermarket,Type1,516
FDN31,11.5,Low Fat,0.073,Fruits and Vegetables,188,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,2657
FDN31,11.5,Low Fat,0.073,Fruits and Vegetables,189,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1328
FDN31,11.5,Low Fat,0.073,Fruits and Vegetables,191,OUT013,1987,High,Tier 3,Supermarket,Type1,3036
FDN31,11.5,Low Fat,0.073,Fruits and Vegetables,191,OUT046,1997,Small,Tier 1,Supermarket,Type1,2277
FDN32,17.5,Low Fat,0.016,Fruits and Vegetables,183,OUT018,2009,Medium,Tier 3,Supermarket,Type2,3135
FDN32,17.5,Low Fat,0.016,Fruits and Vegetables,185,OUT049,1999,Medium,Tier 1,Supermarket,Type1,4795
FDN32,17.5,Low Fat,0.015,Fruits and Vegetables,186,OUT027,1985,Medium,Tier 3,Supermarket,Type3,4980
FDN32,17.5,Low Fat,0.016,Fruits and Vegetables,185,OUT035,2004,Small,Tier 2,Supermarket,Type1,2213
FDN32,17.5,Low Fat,0.016,Fruits and Vegetables,185,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,2766
FDN33,6.305,Regular,0.123,Snack Foods,96,OUT046,1997,Small,Tier 1,Supermarket,Type1,662
FDN33,6.305,Regular,0.123,Snack Foods,93,OUT027,1985,Medium,Tier 3,Supermarket,Type3,2364
FDN33,6.305,Regular,0.123,Snack Foods,93,OUT013,1987,High,Tier 3,Supermarket,Type1,2080
FDN33,6.305,Regular,0.123,Snack Foods,94,OUT049,1999,Medium,Tier 1,Supermarket,Type1,284
FDN34,15.6,Regular,0.046,Snack Foods,167,OUT035,2004,Small,Tier 2,Supermarket,Type1,2875
FDN34,15.6,Regular,0.046,Snack Foods,168,OUT049,1999,Medium,Tier 1,Supermarket,Type1,2368
FDN34,15.6,Regular,0.046,Snack Foods,169,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,2537
FDN34,15.6,Regular,0.046,Snack Foods,171,OUT027,1985,Medium,Tier 3,Supermarket,Type3,4904
FDN34,15.6,Regular,0.000,Snack Foods,171,OUT013,1987,High,Tier 3,Supermarket,Type1,6595
FDN34,15.6,Regular,0.080,Snack Foods,169,OUT019,1985,Small,Tier 1,Grocery Store,Type4,338
FDN38,6.615,Regular,0.092,Canned,252,OUT018,2009,Medium,Tier 3,Supermarket,Type2,4506
FDN38,6.615,Regular,0.092,Canned,251,OUT035,2004,Small,Tier 2,Supermarket,Type1,4756
FDN38,6.615,Regular,0.092,Canned,251,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,3254
FDN38,6.615,Regular,0.161,Canned,251,OUT019,1985,Small,Tier 1,Grocery Store,Type4,1001
FDN38,6.615,Regular,0.092,Canned,249,OUT013,1987,High,Tier 3,Supermarket,Type1,3505
FDN38,6.615,Regular,0.092,Canned,252,OUT046,1997,Small,Tier 1,Supermarket,Type1,6008
FDN39,6.615,Regular,0.065,Meat,166,OUT027,1985,Medium,Tier 3,Supermarket,Type3,5033
FDN39,19.35,Regular,0.066,Meat,168,OUT046,1997,Small,Tier 1,Supermarket,Type1,1342
FDN39,19.35,Regular,0.110,Meat,166,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,671
FDN39,19.35,Regular,0.066,Meat,167,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,1510
FDN39,19.35,Regular,0.000,Meat,169,OUT013,1987,High,Tier 3,Supermarket,Type1,3523
FDN39,19.35,Regular,0.066,Meat,169,OUT035,2004,Small,Tier 2,Supermarket,Type1,2852
FDN40,5.88,Low Fat,0.086,Frozen Foods,155,OUT035,2004,Small,Tier 2,Supermarket,Type1,2153
FDN40,5.88,Low Fat,0.000,Frozen Foods,154,OUT046,1997,Small,Tier 1,Supermarket,Type1,1999
FDN40,5.88,Low Fat,0.087,Frozen Foods,153,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,3691
FDN40,5.88,Low Fat,0.086,Frozen Foods,153,OUT013,1987,High,Tier 3,Supermarket,Type1,2153
FDN44,13.15,Low Fat,0.023,Fruits and Vegetables,158,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,1918
FDN44,13.15,Low Fat,0.023,Fruits and Vegetables,160,OUT049,1999,Medium,Tier 1,Supermarket,Type1,4794
FDN44,13.15,Low Fat,0.023,Fruits and Vegetables,162,OUT027,1985,Medium,Tier 3,Supermarket,Type3,4314
FDN44,13.15,Low Fat,0.023,Fruits and Vegetables,160,OUT046,1997,Small,Tier 1,Supermarket,Type1,1598
FDN45,19.35,Low Fat,0.118,Snack Foods,225,OUT046,1997,Small,Tier 1,Supermarket,Type1,2013
FDN45,19.35,Low Fat,0.118,Snack Foods,223,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1790
FDN45,19.35,Low Fat,0.118,Snack Foods,223,OUT035,2004,Small,Tier 2,Supermarket,Type1,6040
FDN45,19.35,Low Fat,0.118,Snack Foods,223,OUT027,1985,Medium,Tier 3,Supermarket,Type3,4027
FDN46,7.21,Regular,0.145,Snack Foods,101,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1128
FDN46,7.21,Regular,0.000,Snack Foods,103,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,3281
FDN46,7.21,Regular,0.145,Snack Foods,103,OUT035,2004,Small,Tier 2,Supermarket,Type1,2153
FDN46,7.21,Regular,0.145,Snack Foods,101,OUT013,1987,High,Tier 3,Supermarket,Type1,2461
FDN46,7.21,Regular,0.145,Snack Foods,101,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1538
FDN46,7.21,Regular,0.145,Snack Foods,103,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1846
FDN48,7.21,Low Fat,0.114,Baking Goods,90,OUT019,1985,Small,Tier 1,Grocery Store,Type4,643
FDN48,7.21,Low Fat,0.065,Baking Goods,90,OUT027,1985,Medium,Tier 3,Supermarket,Type3,2113
FDN48,13.35,Low Fat,0.065,Baking Goods,93,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,2113
FDN48,13.35,Low Fat,0.065,Baking Goods,90,OUT035,2004,Small,Tier 2,Supermarket,Type1,1562
FDN48,13.35,Low Fat,0.065,Baking Goods,93,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1103
FDN49,17.25,Regular,0.210,Breakfast,40,OUT010,1998,Not Defined,Tier 3,Grocery Store,Type4,40
FDN49,17.25,Regular,0.125,Breakfast,40,OUT049,1999,Medium,Tier 1,Supermarket,Type1,399
FDN49,17.25,Regular,0.125,Breakfast,42,OUT035,2004,Small,Tier 2,Supermarket,Type1,679
FDN49,17.25,Regular,0.125,Breakfast,41,OUT046,1997,Small,Tier 1,Supermarket,Type1,679
FDN49,17.25,Regular,0.126,Breakfast,42,OUT018,2009,Medium,Tier 3,Supermarket,Type2,200
FDN50,16.85,Regular,0.027,Canned,94,OUT049,1999,Medium,Tier 1,Supermarket,Type1,466
FDN50,16.85,Regular,0.027,Canned,94,OUT018,2009,Medium,Tier 3,Supermarket,Type2,746
FDN50,16.85,Regular,0.026,Canned,93,OUT027,1985,Medium,Tier 3,Supermarket,Type3,2610
FDN51,17.85,Regular,0.021,Meat,262,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,6003
FDN51,17.85,Regular,0.021,Meat,261,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,4698
FDN51,17.85,Regular,0.021,Meat,260,OUT035,2004,Small,Tier 2,Supermarket,Type1,4176
FDN52,17.85,Regular,0.131,Frozen Foods,87,OUT027,1985,Medium,Tier 3,Supermarket,Type3,1570
FDN56,5.46,Regular,0.107,Fruits and Vegetables,143,OUT013,1987,High,Tier 3,Supermarket,Type1,2312
FDN56,5.46,Regular,0.107,Fruits and Vegetables,144,OUT035,2004,Small,Tier 2,Supermarket,Type1,289
FDN56,5.46,Regular,0.107,Fruits and Vegetables,145,OUT049,1999,Medium,Tier 1,Supermarket,Type1,3323
FDN56,5.46,Regular,0.108,Fruits and Vegetables,144,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,4334
FDN56,5.46,Regular,0.107,Fruits and Vegetables,146,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,3901
FDN56,5.46,Regular,0.107,Fruits and Vegetables,145,OUT027,1985,Medium,Tier 3,Supermarket,Type3,5779
FDN56,5.46,Regular,0.107,Fruits and Vegetables,145,OUT046,1997,Small,Tier 1,Supermarket,Type1,2023
FDN56,5.46,Regular,0.187,Fruits and Vegetables,146,OUT019,1985,Small,Tier 1,Grocery Store,Type4,289
FDN57,18.25,Low Fat,0.054,Snack Foods,140,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1702
FDN57,18.25,Low Fat,0.054,Snack Foods,141,OUT049,1999,Medium,Tier 1,Supermarket,Type1,6382
FDN57,18.25,Low Fat,0.054,Snack Foods,141,OUT027,1985,Medium,Tier 3,Supermarket,Type3,3120
FDN57,18.25,Low Fat,0.054,Snack Foods,142,OUT018,2009,Medium,Tier 3,Supermarket,Type2,851
FDN57,18.25,Low Fat,0.054,Snack Foods,142,OUT046,1997,Small,Tier 1,Supermarket,Type1,2269
FDN57,18.25,Low Fat,0.054,Snack Foods,142,OUT035,2004,Small,Tier 2,Supermarket,Type1,2127
FDN57,18.25,Low Fat,0.095,Snack Foods,144,OUT019,1985,Small,Tier 1,Grocery Store,Type4,567
FDN58,18.25,Regular,0.057,Snack Foods,231,OUT027,1985,Medium,Tier 3,Supermarket,Type3,9268
FDN58,13.8,Regular,0.057,Snack Foods,230,OUT049,1999,Medium,Tier 1,Supermarket,Type1,3707
FDN58,13.8,Regular,0.057,Snack Foods,231,OUT013,1987,High,Tier 3,Supermarket,Type1,4634
FDN58,13.8,Regular,0.057,Snack Foods,231,OUT046,1997,Small,Tier 1,Supermarket,Type1,5097
FDN58,13.8,Regular,0.057,Snack Foods,233,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1390
FDN58,13.8,Regular,0.057,Snack Foods,232,OUT035,2004,Small,Tier 2,Supermarket,Type1,7183
FDN60,13.8,Low Fat,0.095,Baking Goods,158,OUT027,1985,Medium,Tier 3,Supermarket,Type3,4278
FDN60,15.1,Low Fat,0.096,Baking Goods,160,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,2694
FDN60,15.1,Low Fat,0.095,Baking Goods,160,OUT035,2004,Small,Tier 2,Supermarket,Type1,2852
FDN60,15.1,Low Fat,0.096,Baking Goods,157,OUT018,2009,Medium,Tier 3,Supermarket,Type2,4437
FDN60,15.1,Low Fat,0.095,Baking Goods,159,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,2535
FDN60,15.1,Low Fat,0.167,Baking Goods,158,OUT019,1985,Small,Tier 1,Grocery Store,Type4,317
FDN60,15.1,Low Fat,0.095,Baking Goods,159,OUT046,1997,Small,Tier 1,Supermarket,Type1,2852
FDO01,15.1,Regular,0.021,Breakfast,129,OUT027,1985,Medium,Tier 3,Supermarket,Type3,2056
FDO01,21.1,Regular,0.021,Breakfast,129,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,1799
FDO01,21.1,Regular,0.021,Breakfast,130,OUT018,2009,Medium,Tier 3,Supermarket,Type2,1285
FDO01,21.1,Regular,0.021,Breakfast,130,OUT046,1997,Small,Tier 1,Supermarket,Type1,2184
FDO01,21.1,Regular,0.021,Breakfast,129,OUT049,1999,Medium,Tier 1,Supermarket,Type1,1927
FDO03,10.395,Regular,0.037,Meat,231,OUT045,2002,Not Defined,Tier 2,Supermarket,Type1,4581
FDO03,10.395,Regular,0.065,Meat,231,OUT019,1985,Small,Tier 1,Grocery Store,Type4,687
FDO03,10.395,Regular,0.037,Meat,228,OUT027,1985,Medium,Tier 3,Supermarket,Type3,9390
FDO03,10.395,Regular,0.037,Meat,228,OUT018,2009,Medium,Tier 3,Supermarket,Type2,4810
FDO04,16.6,Low Fat,0.027,Frozen Foods,57,OUT046,1997,Small,Tier 1,Supermarket,Type1,1050
FDO04,16.6,Low Fat,0.026,Frozen Foods,53,OUT027,1985,Medium,Tier 3,Supermarket,Type3,608
FDO04,16.6,Low Fat,0.027,Frozen Foods,54,OUT018,2009,Medium,Tier 3,Supermarket,Type2,939
FDO04,16.6,Low Fat,0.000,Frozen Foods,55,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,884
FDO08,16.6,Regular,0.094,Fruits and Vegetables,166,OUT019,1985,Small,Tier 1,Grocery Store,Type4,658
FDO08,11.1,Regular,0.054,Fruits and Vegetables,166,OUT017,2007,Not Defined,Tier 2,Supermarket,Type1,2631
FDO08,11.1,Regular,0.054,Fruits and Vegetables,163,OUT035,2004,Small,Tier 2,Supermarket,Type1,1809
